is_nine,pred_prob,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10
TRUE,0.972,-706.0726774,-69.02022371,-262.0680393,-84.71562428,-126.1335409,400.7985784,358.11722,-230.6521521,113.7046399,-369.5139286
TRUE,1,-229.9241138,-617.5822723,-12.55343515,-809.9435774,-436.8195553,-65.9585525,309.7043668,242.3195895,-579.5535196,78.9421957
TRUE,0.999,-205.3304106,-992.0681748,159.7818103,-400.1823543,-468.4499063,-138.3353809,128.586949,487.792745,-135.3117144,-87.30293079
TRUE,1,769.228467,-531.4586136,227.904522,140.936113,125.5293577,-564.3994088,838.748817,-579.7317367,-571.802897,-178.1409202
TRUE,0.999,257.3039772,-498.792572,-250.116696,263.0488793,-131.865359,-512.433647,834.6697956,73.35808638,-237.9317788,-377.7685226
TRUE,1,-98.89643531,-696.6922321,588.2570328,-900.4858469,-223.5767227,-555.3241909,-69.75548288,364.8699743,-207.6800796,204.5829372
TRUE,1,-384.3924474,-487.4053332,-47.61723636,49.79523224,55.65451417,-386.8610599,639.3004046,-570.5663927,-568.1732846,-155.5627511
TRUE,1,204.7547531,-949.8311356,724.1386162,-826.5984452,445.3030591,-117.2889322,-71.48860535,123.3161144,197.350305,154.2053211
TRUE,1,-332.9583898,5.994735611,406.2157961,-64.54414207,-562.106163,-756.1271338,233.0831641,-356.9131186,-216.3920724,164.4993364
TRUE,1,468.3801678,-623.7295851,623.6934025,-467.9545551,140.9957692,-280.2796208,151.2149655,293.1465247,-75.1307538,590.550007
TRUE,0.963,-375.6174656,476.3222708,-395.5659131,384.0736151,-76.06456582,-167.5927618,706.3040231,-70.24774353,222.0542815,-366.3622582
TRUE,1,-391.2800096,-793.8479577,474.2294119,-655.48574,-201.2499443,-40.07059797,342.2842489,344.1140613,-126.5001394,-192.8974139
TRUE,0.991,663.776522,-182.120421,491.1187875,-373.6980737,1187.139753,-532.6547844,-30.04569315,-208.2106691,141.0326123,-156.2418577
TRUE,0.99,-76.60966277,305.5488869,808.0415399,-449.6461385,-338.2282416,501.7658752,294.3494247,-262.7701723,-205.6189032,-489.7415002
TRUE,1,-483.3422049,-665.1119921,-144.2191018,-718.355098,213.5358007,-499.2825222,-6.677046767,392.3762255,-337.3599035,-164.8474232
TRUE,0.999,-674.0652332,-335.7171278,420.1852589,-413.7016439,-50.10905867,668.2399759,495.9004211,-72.5907697,-306.4370619,-101.3311344
TRUE,1,-668.5125717,-208.202448,934.3194548,-67.77487461,-273.9709227,387.7038439,572.6953555,-145.6049784,211.0272944,-350.9585002
TRUE,1,-754.7352263,2.103162156,-319.460139,169.0245576,-20.4606211,30.01243291,742.1033326,-47.93575138,-315.7269204,-83.84657107
TRUE,0.989,919.6243937,146.3213704,571.1585326,1042.783119,-266.0142188,-378.8350322,726.2984331,123.0635036,297.5655123,-118.8178286
TRUE,1,351.0882783,-18.19138843,304.8782538,-788.594498,-678.5165172,-677.0040957,601.2623287,138.9125405,-213.8997369,-212.3057086
TRUE,1,1531.695087,-352.9264188,-286.0420506,-40.59003058,102.9960482,466.3374266,395.8844444,-281.3809788,-90.64797565,-187.4524318
TRUE,0.973,-34.82557829,-710.3558045,-481.2915599,42.2827082,-301.5690569,-8.552767933,138.117644,581.5920291,-117.6983884,139.7953177
TRUE,1,615.2390753,-251.4765039,-282.9041813,-266.0102166,-276.1042682,-624.0635718,509.4616011,-116.6128716,5.752867371,-480.2610348
TRUE,1,-365.7606249,-638.7861218,-171.5068057,76.86209455,-205.0441391,-428.8782936,672.2670899,-690.6488978,-525.6805244,-151.2074358
TRUE,0.975,648.4285377,-360.2754358,-918.5942026,-147.4276921,74.91014365,328.9670329,-218.4950801,774.5078111,547.3214739,-220.2427148
TRUE,1,-684.2966148,-594.5847336,239.7670414,-642.4461259,-136.5257273,37.74022781,398.718159,210.9689102,-140.1818688,-31.6704701
TRUE,1,-710.689682,-744.6465897,-151.8206261,713.7718259,-474.2173941,-150.0234811,303.4405859,337.9363282,220.2847413,429.2347811
TRUE,1,376.3886483,-382.4599725,-163.7074498,-1008.393574,104.5135983,-100.5124888,382.1880815,239.6227922,-456.1388349,446.2150764
TRUE,0.997,831.3925192,-379.3163295,-210.8217964,-873.9645513,-73.01981641,447.8692788,78.61038971,338.7587919,296.6111266,359.4603762
TRUE,1,835.2858329,-664.9976215,203.0597691,73.0331605,286.6520593,-739.279586,702.7941959,-657.4268222,52.69154107,-256.212853
